,index,datetime,Tmean,Tmax,Tmin,precip,precip_flg,Sunlight,wind,humidity,cloud_cover,pres,TDFK,iday_overview,inight_overview,total,SHINSEIJI,YOJI,KIDS,ADULT,ELDER,UNKNOWN,Death,Severe,Mid,Minor,other,home,work1,work2,school,indoor,outdoor,road,other_place,deltaT,Tmean_yesterday,Tmax_yesterday,Tmin_yesterday,diff_yesterday_Tmax,diff_yesterday_Tmin,diff_yesterday_Tmean,pred0,pred1,pred2,pred3,pred
612,612,2020-06-01,21.9,25.6,18.3,0.0,0,15.73,2.3,75.0,10.0,1011.3,23,52,78,3,0,0,0,1,2,0,0,0,2,1,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.300000000000001,27.1,34.1,23.9,-8.5,-5.599999999999998,-5.200000000000003,7.806772,6.2098236,6.536703,5.7127867,6.5665216
613,613,2020-06-02,24.6,30.5,20.0,0.5,0,24.28,2.3,70.0,8.5,1007.3,23,47,106,18,0,0,1,7,10,0,0,0,5,13,0,2.0,3.0,0.0,0.0,0.0,2.0,9.0,2.0,10.5,21.9,25.6,18.3,4.899999999999999,1.6999999999999993,2.700000000000003,15.272277,13.976059,14.680731,15.928428,14.964375
614,614,2020-06-03,25.0,29.4,20.3,0.0,1,18.47,1.9,60.0,10.0,1005.7,23,96,106,8,0,1,0,1,6,0,0,0,3,5,0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,9.099999999999998,24.6,30.5,20.0,-1.1000000000000014,0.3000000000000007,0.3999999999999986,6.9886017,8.351361,8.670251,7.643885,7.9135246
615,615,2020-06-04,24.3,30.2,20.3,0.0,1,21.78,2.7,64.0,8.5,1005.5,23,99,39,10,0,0,4,4,2,0,0,0,1,9,0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,1.0,9.899999999999999,25.0,29.4,20.3,0.8000000000000007,0.0,-0.6999999999999993,10.781844,9.284043,10.366912,8.248738,9.670384
616,616,2020-06-05,26.3,33.2,20.9,0.0,1,26.3,2.6,62.0,7.3,1006.0,23,97,106,26,0,0,1,6,19,0,0,0,9,17,0,8.0,2.0,2.0,1.0,1.0,3.0,7.0,2.0,12.300000000000004,24.3,30.2,20.3,3.0000000000000036,0.5999999999999979,2.0,28.550266,28.523214,25.337378,27.14639,27.389313
617,617,2020-06-06,25.8,30.0,23.1,0.0,1,16.08,2.5,56.0,9.8,1006.6,23,52,67,8,0,0,1,3,4,0,0,1,4,3,0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,6.899999999999999,26.3,33.2,20.9,-3.200000000000003,2.200000000000003,-0.5,13.949045,11.654221,13.186985,10.303832,12.273521
618,618,2020-06-07,25.0,31.8,20.5,0.0,1,28.41,3.8,57.0,4.8,1008.6,23,15,20,6,0,0,1,2,3,0,0,0,4,2,0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,11.3,25.8,30.0,23.1,1.8000000000000007,-2.6000000000000014,-0.8000000000000007,13.11254,15.502847,12.931733,17.50676,14.76347
619,619,2020-06-08,25.3,31.6,20.3,0.0,1,26.84,2.8,62.0,5.0,1016.1,23,15,47,18,0,0,0,5,13,0,1,0,5,11,1,9.0,3.0,0.0,0.0,0.0,1.0,4.0,1.0,11.3,25.0,31.8,20.5,-0.1999999999999993,-0.1999999999999993,0.3000000000000007,19.487812,23.412416,20.24597,18.91572,20.51548
620,620,2020-06-09,25.3,30.2,21.9,0.0,1,23.05,3.1,67.0,9.8,1019.5,23,96,86,19,0,0,1,8,10,0,0,0,7,11,1,8.0,5.0,1.0,0.0,0.0,0.0,4.0,1.0,8.3,25.3,31.6,20.3,-1.4000000000000021,1.5999999999999979,0.0,13.775846,10.375264,14.16714,14.904961,13.305802
621,621,2020-06-10,23.2,27.7,21.5,5.0,0,12.22,3.5,83.0,9.8,1016.4,23,88,96,7,0,0,0,1,6,0,0,0,4,3,0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.199999999999999,25.3,30.2,21.9,-2.5,-0.3999999999999986,-2.1000000000000014,4.1673436,3.9044487,3.5488021,3.8654966,3.871523
622,622,2020-06-11,23.8,27.0,22.2,27.5,0,6.61,4.1,95.0,10.0,1007.2,23,108,130,6,0,0,0,5,1,0,0,0,4,2,0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,4.800000000000001,23.2,27.7,21.5,-0.6999999999999993,0.6999999999999993,0.6000000000000014,3.309397,3.6577466,2.9972417,3.4108956,3.34382
623,623,2020-06-12,25.1,29.0,22.8,2.0,0,8.03,1.8,92.0,10.0,1005.9,23,88,59,13,0,0,2,3,8,0,0,1,4,7,1,5.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,6.199999999999999,23.8,27.0,22.2,2.0,0.6000000000000014,1.3000000000000007,7.408516,7.3960676,7.6877456,7.8402724,7.5831504
624,624,2020-06-13,22.9,24.5,21.4,22.5,0,2.76,1.9,97.0,10.0,1006.9,23,108,135,5,0,0,1,1,3,0,0,0,1,3,1,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.1000000000000014,25.1,29.0,22.8,-4.5,-1.4000000000000021,-2.200000000000003,2.6747217,2.78506,2.26534,2.3746498,2.5249429
625,625,2020-06-14,24.6,28.2,21.6,10.0,0,6.88,2.2,94.0,10.0,1005.8,23,127,96,4,0,0,1,3,0,0,0,0,3,1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.599999999999998,22.9,24.5,21.4,3.6999999999999993,0.20000000000000284,1.7000000000000028,6.5250077,6.5046797,5.270418,6.6615868,6.240423
626,626,2020-06-15,27.4,32.3,23.7,0.0,0,20.28,3.2,64.0,9.5,1003.2,23,66,31,51,0,0,7,15,29,0,0,0,9,42,0,16.0,7.0,0.0,5.0,4.0,1.0,15.0,3.0,8.599999999999998,24.6,28.2,21.6,4.099999999999998,2.099999999999998,2.799999999999997,23.357883,21.960691,17.501638,20.571972,20.848045
627,627,2020-06-16,25.1,31.3,21.4,0.0,1,23.59,3.8,54.0,6.3,1003.1,23,104,20,22,0,1,4,6,11,0,0,0,5,17,0,10.0,0.0,0.0,4.0,3.0,1.0,4.0,0.0,9.900000000000002,27.4,32.3,23.7,-0.9999999999999964,-2.3000000000000007,-2.299999999999997,11.716966,10.918078,12.4882765,11.359981,11.620826
628,628,2020-06-17,24.2,30.2,18.9,0.0,1,28.15,3.5,61.0,6.8,1006.0,23,38,106,18,0,0,2,1,15,0,0,2,5,10,1,6.0,1.0,0.0,2.0,0.0,1.0,6.0,2.0,11.3,25.1,31.3,21.4,-1.1000000000000014,-2.5,-0.9000000000000021,11.255384,11.90114,11.404124,11.553444,11.528523
629,629,2020-06-18,20.8,24.1,18.3,21.5,0,5.07,1.9,89.0,10.0,1006.5,23,77,5,3,0,0,0,0,3,0,0,0,0,3,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.800000000000001,24.2,30.2,18.9,-6.099999999999998,-0.5999999999999979,-3.3999999999999986,2.730303,2.42835,2.1743937,2.1682048,2.3753128
630,630,2020-06-19,19.6,21.7,18.0,41.0,0,5.35,2.4,95.0,9.5,1000.5,23,116,20,1,0,0,0,1,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6999999999999993,20.8,24.1,18.3,-2.400000000000002,-0.3000000000000007,-1.1999999999999993,2.2030838,1.8371022,1.9754615,2.0207825,2.0091076
631,631,2020-06-20,23.5,29.1,18.2,0.0,1,24.87,3.1,65.0,7.5,1007.5,23,96,42,14,0,0,1,4,9,0,0,0,5,9,0,2.0,2.0,0.0,0.0,2.0,4.0,3.0,1.0,10.900000000000002,19.6,21.7,18.0,7.400000000000002,0.1999999999999993,3.8999999999999986,9.197873,8.785983,10.799928,9.171093,9.488719
632,632,2020-06-21,23.9,29.4,19.0,0.0,1,20.72,2.6,68.0,7.3,1009.8,23,79,53,13,0,0,0,3,10,0,0,0,2,11,0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,10.399999999999999,23.5,29.1,18.2,0.29999999999999716,0.8000000000000007,0.3999999999999986,9.259452,9.751472,8.167089,8.484076,8.915523
633,633,2020-06-22,24.8,29.7,22.0,0.0,0,13.91,2.5,66.0,10.0,1006.8,23,88,53,7,0,0,1,3,3,0,0,1,2,4,0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,7.699999999999999,23.9,29.4,19.0,0.3000000000000007,3.0,0.9000000000000021,7.6298447,7.909866,7.7488766,6.6772203,7.491452
634,634,2020-06-23,26.5,32.4,22.6,0.0,0,25.89,3.1,60.0,7.0,1009.2,23,41,53,25,0,0,0,8,17,0,0,0,7,18,0,10.0,2.0,2.0,0.0,0.0,2.0,7.0,2.0,9.799999999999997,24.8,29.7,22.0,2.6999999999999993,0.6000000000000014,1.6999999999999993,22.479002,23.409523,21.082142,20.369036,21.834927
635,635,2020-06-24,26.0,30.7,22.8,1.5,0,22.53,3.6,71.0,8.5,1011.1,23,41,120,14,0,0,3,3,8,0,0,0,3,11,0,2.0,3.0,0.0,3.0,0.0,0.0,4.0,2.0,7.899999999999999,26.5,32.4,22.6,-1.6999999999999993,0.1999999999999993,-0.5,15.045174,9.6196165,16.410099,14.431978,13.876717
636,636,2020-06-25,24.5,27.6,22.3,11.5,0,8.35,2.1,92.0,10.0,1007.8,23,88,67,6,0,0,1,2,3,0,0,0,0,6,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,5.300000000000001,26.0,30.7,22.8,-3.099999999999998,-0.5,-1.5,5.152082,5.8292804,4.8265166,4.791103,5.1497455
637,637,2020-06-26,27.9,33.2,23.7,0.5,0,17.0,2.3,76.0,7.8,1005.6,23,84,29,48,0,0,4,19,25,0,0,0,17,31,0,15.0,7.0,3.0,5.0,5.0,2.0,9.0,2.0,9.500000000000004,24.5,27.6,22.3,5.600000000000001,1.3999999999999986,3.3999999999999986,35.678963,37.37301,32.032024,35.236153,35.08004
638,638,2020-06-27,27.4,31.9,23.0,0.0,0,20.07,2.6,61.0,7.8,1006.1,23,52,82,24,0,0,1,6,17,0,0,1,9,14,0,15.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,8.899999999999999,27.9,33.2,23.7,-1.3000000000000043,-0.6999999999999993,-0.5,25.11478,19.675293,26.205938,24.134295,23.782576
639,639,2020-06-28,24.5,28.4,21.2,38.5,0,13.39,3.1,78.0,8.3,1001.2,23,54,20,12,0,0,1,4,7,0,0,0,5,7,0,5.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,7.199999999999999,27.4,31.9,23.0,-3.5,-1.8000000000000007,-2.8999999999999986,6.44361,6.496214,5.4576683,6.7708364,6.292082
640,640,2020-06-29,26.0,31.5,20.7,0.0,1,26.79,3.3,58.0,5.0,1006.4,23,38,115,35,0,0,6,7,22,0,0,0,10,25,0,12.0,3.0,2.0,6.0,1.0,3.0,7.0,1.0,10.8,24.5,28.4,21.2,3.1000000000000014,-0.5,1.5,14.517361,14.253359,16.35979,13.546727,14.669309
641,641,2020-06-30,23.6,25.9,21.1,48.0,0,4.04,3.7,90.0,10.0,1003.4,23,3,130,3,0,0,1,2,0,0,0,0,0,3,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.799999999999997,26.0,31.5,20.7,-5.600000000000001,0.40000000000000213,-2.3999999999999986,2.30696,3.0940645,1.8410681,2.4020972,2.4110475
642,642,2020-07-01,25.2,28.7,23.1,0.0,0,11.85,4.9,87.0,10.0,1002.5,23,61,79,6,0,0,1,1,4,0,0,0,3,3,0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.599999999999998,23.6,25.9,21.1,2.8000000000000007,2.0,1.5999999999999979,3.1353464,4.492599,5.038854,5.0575547,4.4310884
643,643,2020-07-02,24.9,29.9,21.3,0.0,1,20.49,3.4,66.0,7.3,1009.3,23,79,106,8,0,0,2,3,3,0,0,0,2,6,0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,8.599999999999998,25.2,28.7,23.1,1.1999999999999993,-1.8000000000000007,-0.3000000000000007,8.729741,6.920317,6.1338925,7.3900757,7.2935066
644,644,2020-07-03,22.2,24.5,20.5,23.0,0,6.72,1.9,83.0,10.0,1013.3,23,77,5,5,0,0,1,2,2,0,0,0,0,5,0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,24.9,29.9,21.3,-5.399999999999999,-0.8000000000000007,-2.6999999999999993,1.9353269,2.6487603,2.3149903,1.8391198,2.1845493
645,645,2020-07-04,23.8,27.5,20.3,21.0,0,8.48,3.4,94.0,10.0,1005.2,23,88,59,2,0,0,0,0,2,0,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.199999999999999,22.2,24.5,20.5,3.0,-0.1999999999999993,1.6000000000000014,3.3645153,4.890368,3.2950137,3.5852401,3.7837842
646,646,2020-07-05,25.1,30.0,21.5,2.0,0,13.91,2.6,82.0,9.5,1006.5,23,79,135,9,0,0,0,0,9,0,0,0,3,6,0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,8.5,23.8,27.5,20.3,2.5,1.1999999999999993,1.3000000000000007,11.246763,9.263254,10.272693,9.593285,10.093999
647,647,2020-07-06,24.0,25.1,23.0,42.5,0,4.16,4.7,98.0,10.0,1008.1,23,107,135,2,0,0,1,0,1,0,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1000000000000014,25.1,30.0,21.5,-4.899999999999999,1.5,-1.1000000000000014,0.20967259,1.8791414,1.420443,0.7527604,1.0655043
648,648,2020-07-07,25.5,27.5,24.6,20.0,0,6.16,4.5,97.0,10.0,1008.1,23,127,5,2,0,0,0,1,1,0,0,0,0,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8999999999999986,24.0,25.1,23.0,2.3999999999999986,1.6000000000000014,1.5,2.4477694,3.4927554,4.8382516,5.6561937,4.1087427
649,649,2020-07-08,25.2,29.7,22.1,53.0,0,15.49,3.6,87.0,10.0,1005.8,23,98,96,8,0,0,1,3,4,0,0,1,2,5,0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,7.599999999999998,25.5,27.5,24.6,2.1999999999999993,-2.5,-0.3000000000000007,9.544276,7.0749454,7.103721,9.762349,8.371323
650,650,2020-07-09,23.6,24.9,22.8,13.0,0,5.5,2.7,96.0,10.0,1009.5,23,107,96,1,0,0,0,0,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.099999999999998,25.2,29.7,22.1,-4.800000000000001,0.6999999999999993,-1.5999999999999979,2.7722406,2.9030101,2.3979428,3.0056152,2.7697022
651,651,2020-07-10,25.3,28.5,22.9,3.0,0,8.13,3.6,92.0,10.0,1011.1,23,121,135,8,0,0,2,4,2,0,0,0,2,6,0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,5.600000000000001,23.6,24.9,22.8,3.6000000000000014,0.09999999999999787,1.6999999999999993,6.0543256,5.432034,4.48868,6.3639593,5.5847497
652,652,2020-07-11,26.2,30.2,25.1,10.0,0,9.11,4.0,93.0,9.8,1006.6,23,88,61,6,0,0,1,2,3,0,0,1,1,4,0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.099999999999998,25.3,28.5,22.9,1.6999999999999993,2.200000000000003,0.8999999999999986,10.346002,11.060598,10.427662,12.844089,11.169588
653,653,2020-07-12,25.4,30.4,21.8,0.0,0,23.96,5.2,73.0,9.8,1006.6,23,96,53,12,0,0,0,2,10,0,1,0,4,7,0,5.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,8.599999999999998,26.2,30.2,25.1,0.1999999999999993,-3.3000000000000007,-0.8000000000000007,12.296776,11.591929,10.359514,14.480001,12.182056
654,654,2020-07-13,21.0,22.7,19.3,21.0,0,5.02,1.8,87.0,9.8,1010.5,23,107,5,1,0,0,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3999999999999986,25.4,30.4,21.8,-7.699999999999999,-2.5,-4.399999999999999,2.270716,2.2714434,1.960546,2.3272195,2.2074811
655,655,2020-07-14,23.5,25.4,20.5,35.5,0,4.86,2.7,98.0,9.3,1002.0,23,127,53,4,0,0,2,0,2,0,0,0,1,3,0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.899999999999999,21.0,22.7,19.3,2.6999999999999993,1.1999999999999993,2.5,2.6242387,2.6144989,2.2181256,2.5659146,2.5056944
656,656,2020-07-15,24.1,28.4,21.9,0.0,0,12.29,3.3,79.0,9.3,1000.7,23,52,53,6,0,0,3,0,3,0,0,0,0,6,0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,6.5,23.5,25.4,20.5,3.0,1.3999999999999986,0.6000000000000014,6.361735,6.468709,5.3381677,6.21721,6.0964556
657,657,2020-07-16,25.6,30.7,21.7,0.0,1,21.42,2.7,70.0,9.5,1005.3,23,96,75,27,0,0,1,11,15,0,0,1,6,20,0,10.0,3.0,1.0,2.0,5.0,1.0,5.0,0.0,9.0,24.1,28.4,21.9,2.3000000000000007,-0.1999999999999993,1.5,14.380107,10.754505,13.136798,13.534931,12.951586
658,658,2020-07-17,23.2,25.8,22.5,14.5,0,5.27,1.3,92.0,10.0,1008.2,23,127,120,2,0,0,1,1,0,0,0,0,0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.3000000000000007,25.6,30.7,21.7,-4.899999999999999,0.8000000000000007,-2.400000000000002,3.4784284,2.9636295,2.3979428,3.0414906,2.9703727
659,659,2020-07-18,25.0,29.5,22.7,42.0,0,9.42,2.2,89.0,10.0,1009.4,23,122,67,12,0,0,2,1,9,0,0,1,4,7,0,5.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,6.800000000000001,23.2,25.8,22.5,3.6999999999999993,0.1999999999999993,1.8000000000000007,8.045647,8.629842,7.2574587,9.03988,8.243206
660,660,2020-07-19,28.0,33.1,23.5,0.0,0,24.64,2.2,72.0,8.0,1010.8,23,15,107,60,0,1,7,13,39,0,0,2,11,47,0,19.0,1.0,4.0,5.0,3.0,9.0,16.0,3.0,9.600000000000001,25.0,29.5,22.7,3.6000000000000014,0.8000000000000007,3.0,37.821587,36.13977,38.610294,42.669464,38.81028
661,661,2020-07-20,28.9,34.8,25.1,0.0,0,22.04,2.0,71.0,9.8,1011.1,23,53,107,90,0,0,6,30,54,0,0,2,25,63,0,23.0,19.0,7.0,4.0,7.0,3.0,24.0,3.0,9.699999999999996,28.0,33.1,23.5,1.6999999999999957,1.6000000000000014,0.8999999999999986,60.666897,53.63721,67.293655,54.478115,59.01897
662,662,2020-07-21,28.5,34.2,24.6,13.5,0,20.02,2.8,78.0,10.0,1011.1,23,56,85,79,0,0,1,38,40,0,0,2,19,58,0,22.0,20.0,0.0,1.0,6.0,9.0,19.0,2.0,9.600000000000001,28.9,34.8,25.1,-0.5999999999999943,-0.5,-0.3999999999999986,49.86009,53.99471,76.62988,65.26235,61.43676
663,663,2020-07-22,28.0,32.9,24.2,34.0,0,24.49,2.8,69.0,9.8,1009.0,23,96,96,45,0,0,3,18,24,0,0,0,18,27,0,20.0,6.0,0.0,0.0,2.0,4.0,12.0,1.0,8.7,28.5,34.2,24.6,-1.3000000000000043,-0.40000000000000213,-0.5,38.718513,38.55433,38.588917,42.834217,39.673992
664,664,2020-07-23,25.5,28.4,23.9,0.0,0,9.94,2.6,72.0,9.8,1009.1,23,88,59,11,0,0,0,2,9,0,0,0,6,5,0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,28.0,32.9,24.2,-4.5,-0.3000000000000007,-2.5,10.763291,7.188836,11.101436,10.574663,9.907057
665,665,2020-07-24,26.2,30.0,23.6,5.0,0,10.3,2.5,82.0,10.0,1009.1,23,61,122,14,0,0,2,1,11,0,0,0,2,12,0,5.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,6.399999999999999,25.5,28.4,23.9,1.6000000000000014,-0.29999999999999716,0.6999999999999993,12.904099,9.87483,12.31007,11.010445,11.524861
666,666,2020-07-25,25.3,28.5,24.0,21.0,0,7.81,3.6,93.0,10.0,1009.9,23,108,135,4,0,0,0,2,2,0,0,0,2,2,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.5,26.2,30.0,23.6,-1.5,0.3999999999999986,-0.8999999999999986,7.801222,5.697948,5.8470907,8.608014,6.9885683
667,667,2020-07-26,24.7,28.3,22.9,21.5,0,5.63,2.7,95.0,10.0,1013.7,23,108,96,3,0,0,0,1,2,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.400000000000002,25.3,28.5,24.0,-0.1999999999999993,-1.1000000000000014,-0.6000000000000014,6.905033,6.111979,5.9107285,6.5817294,6.3773675
668,668,2020-07-27,25.4,28.6,22.8,6.0,0,7.28,2.3,92.0,10.0,1014.6,23,127,53,11,0,0,0,6,5,0,0,0,1,10,0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.800000000000001,24.7,28.3,22.9,0.3000000000000007,-0.09999999999999787,0.6999999999999993,6.644848,6.199835,7.0634084,6.442838,6.5877323
669,669,2020-07-28,27.4,30.0,25.2,0.5,0,8.43,2.1,83.0,10.0,1012.1,23,52,59,21,0,0,3,10,8,0,0,2,2,17,0,3.0,4.0,2.0,0.0,0.0,4.0,7.0,1.0,4.800000000000001,25.4,28.6,22.8,1.3999999999999986,2.3999999999999986,2.0,19.410255,25.34916,17.376938,21.197914,20.833567
670,670,2020-07-29,27.8,32.0,25.0,0.0,0,14.97,3.3,76.0,9.3,1012.6,23,52,75,32,0,0,2,14,16,0,0,2,5,25,0,11.0,5.0,0.0,0.0,5.0,3.0,7.0,1.0,7.0,27.4,30.0,25.2,2.0,-0.1999999999999993,0.40000000000000213,20.6709,34.849503,27.399818,30.185417,28.27641
671,671,2020-07-30,26.2,30.8,23.8,1.5,0,14.0,3.1,86.0,8.0,1014.2,23,65,53,24,0,0,1,7,16,0,0,0,3,21,0,7.0,4.0,2.0,0.0,0.0,3.0,7.0,1.0,7.0,27.8,32.0,25.0,-1.1999999999999993,-1.1999999999999993,-1.6000000000000014,13.577586,9.676185,14.193727,14.909808,13.089327
672,672,2020-07-31,27.6,32.6,24.8,2.0,0,19.63,3.3,75.0,4.5,1012.1,23,21,20,32,0,1,0,15,16,0,0,0,13,18,1,9.0,6.0,0.0,0.0,2.0,4.0,11.0,0.0,7.800000000000001,26.2,30.8,23.8,1.8000000000000007,1.0,1.4000000000000021,27.847631,34.40153,26.764513,28.575003,29.39717
673,673,2020-08-01,28.3,34.2,23.9,0.0,1,24.81,3.0,66.0,5.8,1011.3,23,38,55,46,0,0,7,16,23,0,0,0,16,30,0,24.0,5.0,0.0,1.0,2.0,7.0,6.0,1.0,10.300000000000004,27.6,32.6,24.8,1.6000000000000014,-0.9000000000000021,0.6999999999999993,39.753498,42.79506,49.148365,39.55034,42.811813
674,674,2020-08-02,28.1,32.5,25.1,0.0,0,17.75,2.6,73.0,9.5,1012.9,23,52,54,37,0,0,3,9,25,0,0,1,11,25,0,12.0,0.0,1.0,1.0,2.0,8.0,11.0,2.0,7.399999999999999,28.3,34.2,23.9,-1.7000000000000028,1.2000000000000028,-0.1999999999999993,36.855133,44.493076,37.353382,41.669735,40.09283
675,675,2020-08-03,28.5,32.6,25.8,0.0,0,15.23,2.6,77.0,9.3,1013.4,23,53,86,39,0,0,6,14,19,0,0,0,8,31,0,14.0,5.0,2.0,4.0,2.0,3.0,9.0,0.0,6.800000000000001,28.1,32.5,25.1,0.10000000000000142,0.6999999999999993,0.3999999999999986,38.92839,41.97752,41.628105,38.279816,40.20346
676,676,2020-08-04,29.3,34.4,26.3,0.0,0,17.3,2.2,74.0,8.3,1014.6,23,79,53,58,0,0,1,25,32,0,0,1,16,40,1,24.0,10.0,0.0,1.0,1.0,9.0,11.0,2.0,8.099999999999998,28.5,32.6,25.8,1.7999999999999972,0.5,0.8000000000000007,55.735435,51.50049,63.872437,56.29649,56.851215
677,677,2020-08-05,29.8,35.0,26.1,0.0,1,22.6,2.4,68.0,10.0,1015.9,23,96,47,103,0,1,6,47,49,0,1,3,28,71,0,24.0,24.0,2.0,3.0,9.0,9.0,30.0,2.0,8.899999999999999,29.3,34.4,26.3,0.6000000000000014,-0.1999999999999993,0.5,61.56726,68.81494,80.148285,70.745155,70.31891
678,678,2020-08-06,29.2,34.5,25.4,0.0,1,22.59,2.5,70.0,4.8,1013.5,23,47,86,55,0,0,2,20,33,0,0,1,19,35,0,17.0,10.0,0.0,1.0,4.0,3.0,16.0,4.0,9.100000000000001,29.8,35.0,26.1,-0.5,-0.7000000000000028,-0.6000000000000014,64.56935,52.491932,72.64189,65.25731,63.74012
679,679,2020-08-07,28.1,32.9,24.5,5.0,0,11.52,1.8,74.0,10.0,1010.1,23,53,61,49,0,0,10,21,18,0,0,2,15,32,0,13.0,9.0,1.0,8.0,2.0,3.0,11.0,2.0,8.399999999999999,29.2,34.5,25.4,-1.6000000000000014,-0.8999999999999986,-1.0999999999999979,37.762848,45.681377,33.672054,44.320988,40.359318
680,680,2020-08-08,29.0,34.1,24.7,0.0,0,18.15,2.2,74.0,10.0,1009.3,23,52,106,54,0,0,8,22,24,0,0,3,13,38,0,21.0,5.0,1.0,2.0,3.0,13.0,4.0,5.0,9.400000000000002,28.1,32.9,24.5,1.2000000000000028,0.1999999999999993,0.8999999999999986,51.088245,47.414707,54.34412,52.030857,51.219482
681,681,2020-08-09,30.1,35.0,26.6,0.0,0,19.09,2.5,71.0,9.0,1011.2,23,96,42,70,0,2,2,23,43,0,0,0,25,45,0,28.0,4.0,2.0,0.0,7.0,12.0,15.0,2.0,8.399999999999999,29.0,34.1,24.7,0.8999999999999986,1.9000000000000021,1.1000000000000014,84.077675,93.129074,105.47104,90.26841,93.23655
682,682,2020-08-10,30.7,36.7,26.9,0.0,1,24.76,3.4,71.0,7.5,1013.9,23,97,22,104,0,1,5,37,61,0,0,1,34,69,0,34.0,10.0,3.0,1.0,8.0,17.0,23.0,8.0,9.800000000000004,30.1,35.0,26.6,1.7000000000000028,0.29999999999999716,0.5999999999999979,133.47844,131.94702,150.8526,128.06493,136.08575
683,683,2020-08-11,31.2,36.2,27.5,0.0,0,23.34,3.4,72.0,5.8,1014.3,23,17,28,133,0,1,5,52,75,0,1,6,43,83,0,49.0,25.0,1.0,1.0,9.0,16.0,29.0,3.0,8.700000000000003,30.7,36.7,26.9,-0.5,0.6000000000000014,0.5,150.26378,98.8793,134.32043,151.4016,133.71628
684,684,2020-08-12,31.8,36.0,28.5,0.0,1,21.61,3.3,64.0,8.0,1013.6,23,97,116,96,0,1,7,24,64,0,1,4,38,53,0,54.0,11.0,1.0,1.0,9.0,4.0,15.0,1.0,7.5,31.2,36.2,27.5,-0.20000000000000284,1.0,0.6000000000000014,137.19572,147.17108,148.99138,165.56282,149.73026
685,685,2020-08-13,30.5,33.8,26.1,5.0,0,16.49,3.0,68.0,8.3,1011.0,23,62,47,84,0,0,3,15,66,0,0,3,26,55,0,50.0,5.0,1.0,1.0,3.0,6.0,18.0,0.0,7.699999999999996,31.8,36.0,28.5,-2.200000000000003,-2.3999999999999986,-1.3000000000000007,108.19549,113.32999,116.80273,135.48509,118.45332
686,686,2020-08-14,31.8,37.4,26.2,0.0,1,25.6,2.8,62.0,3.8,1008.4,23,19,19,106,0,2,5,28,71,0,0,3,34,68,1,55.0,3.0,1.0,0.0,8.0,12.0,24.0,3.0,11.2,30.5,33.8,26.1,3.6000000000000014,0.09999999999999787,1.3000000000000007,169.16544,175.20193,206.95872,190.49945,185.45639
